DateAware,DateSubmitted,BreachCause,DateStart,DateEnd,BreachedEntity,CyberattackType,ResidentsAffected,IndustryType,Year,DaysToContainBreach,DaysOfExposure,DaysElapsedBeforeNotification,StateAffected,Id,BusinessType,Year,YearText,WashingtoniansAffectedRange,BreachLifecycleRange,DaysToIdentifyBreach,DaysBreachLifecycle,DiscoveredInProgress,DaysElapsedBetweenEndAndDiscovery,EndedOnDayDiscovered,DaysOfExposureRange,EntityState
9/17/20,9/25/20,Cyberattack,7/14/20,7/19/20,Bayley Construction,Ransomware,938,Business,"2,021",0,5,8,WA,"10,321",Construction,"2,021",2021,500-999,Jan-99,65,65,FALSE,60,FALSE,Jan-99,
7/17/20,9/23/20,Cyberattack,2/7/20,5/20/20,Point Loma Nazarene University,Ransomware,"1,967",Education,"2,021",0,103,68,WA,"10,320",,"2,021",2021,"1,000-9,999",100-199,161,161,FALSE,58,FALSE,100-199,
7/30/20,9/18/20,Theft or Mistake,7/30/20,,U.S. Bank,,"1,292",Finance,"2,021",,,50,WA,"10,319",,"2,021",2021,"1,000-9,999",Unknown,0,,FALSE,,FALSE,Unknown,
8/20/20,9/18/20,Theft or Mistake,8/20/20,,St. Hubert's Church,,657,Non-Profit/Charity,"2,021",,,29,WA,"10,318",,"2,021",2021,500-999,Unknown,0,,FALSE,,FALSE,Unknown,
7/16/20,9/18/20,Cyberattack,2/7/20,5/20/20,Minnesota State University Mankato Foundation,Ransomware,"1,134",Non-Profit/Charity,"2,021",0,103,64,WA,"10,317",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
8/20/20,9/18/20,Cyberattack,2/7/20,5/20/20,Joslin Diabetes Center,Ransomware,"1,212",Health,"2,021",0,103,29,WA,"10,316",,"2,021",2021,"1,000-9,999",100-199,195,195,FALSE,92,FALSE,100-199,
7/16/20,9/18/20,Cyberattack,2/7/20,5/20/20,Homeward Pet Adoption Center,Ransomware,"36,050",Non-Profit/Charity,"2,021",0,103,64,WA,"10,315",,"2,021",2021,"10,000-49,999",100-199,160,160,FALSE,57,FALSE,100-199,
12/21/20,2/10/21,Cyberattack,,,"City of Ellensburg, Washington",Ransomware,"8,523",Government,"2,021",,,51,WA,"10,314",,"2,021",2021,"1,000-9,999",Unknown,,,FALSE,,FALSE,Unknown,
8/21/20,9/18/20,Cyberattack,4/26/20,8/3/20,"FabFitFun, Inc.",Malware,"11,094",Business,"2,021",0,99,28,WA,"10,313",Retail,"2,021",2021,"10,000-49,999",100-199,117,117,FALSE,18,FALSE,Jan-99,
7/16/20,9/18/20,Cyberattack,2/7/20,5/20/20,Ball State University Foundation,Ransomware,755,Non-Profit/Charity,"2,021",0,103,64,WA,"10,312",,"2,021",2021,500-999,100-199,160,160,FALSE,57,FALSE,100-199,
9/9/20,9/17/20,Cyberattack,2/7/20,5/20/20,Western Washington University Foundation,Ransomware,"165,000",Education,"2,021",0,103,8,WA,"10,311",,"2,021",2021,"50,000-999,999",200-299,215,215,FALSE,112,FALSE,100-199,
,9/17/20,Cyberattack,2/7/20,5/20/20,Tidewater Community College Education Foundation,Ransomware,"1,029",Non-Profit/Charity,"2,021",,103,,WA,"10,310",,"2,021",2021,"1,000-9,999",Unknown,,,FALSE,,FALSE,100-199,
8/14/20,9/17/20,Cyberattack,7/14/19,6/30/20,Greenworks Tools,Malware,679,Business,"2,021",0,352,34,WA,"10,308",Retail,"2,021",2021,500-999,300-399,397,397,FALSE,45,FALSE,300-399,
,9/15/20,Cyberattack,2/7/20,5/20/20,American Medical Association Foundation,Ransomware,"1,369",Non-Profit/Charity,"2,021",,103,,WA,"10,307",,"2,021",2021,"1,000-9,999",Unknown,,,FALSE,,FALSE,100-199,
,9/11/20,Cyberattack,2/7/20,5/20/20,YouthCare,Ransomware,"3,410",Non-Profit/Charity,"2,021",,103,,WA,"10,304",,"2,021",2021,"1,000-9,999",Unknown,,,FALSE,,FALSE,100-199,
7/16/20,9/9/20,Cyberattack,2/7/20,5/20/20,KidsQuest Children's Museum,Ransomware,"57,024",Non-Profit/Charity,"2,021",0,103,55,WA,"10,303",,"2,021",2021,"50,000-999,999",100-199,160,160,FALSE,57,FALSE,100-199,
8/10/20,9/9/20,Cyberattack,2/7/20,5/20/20,Inova Health System,Ransomware,"2,470",Health,"2,021",0,103,30,WA,"10,302",,"2,021",2021,"1,000-9,999",100-199,185,185,FALSE,82,FALSE,100-199,
7/16/20,9/8/20,Cyberattack,2/7/20,5/20/20,Pacific University Oregon,Ransomware,"9,196",Education,"2,021",0,103,54,WA,"10,301",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,9/8/20,Cyberattack,2/7/20,5/20/20,Virginia Mason Medical Center,Ransomware,"227,371",Health,"2,021",0,103,54,WA,"10,300",,"2,021",2021,"50,000-999,999",100-199,160,160,FALSE,57,FALSE,100-199,
8/11/20,9/8/20,Cyberattack,2/7/20,5/20/20,The University of Notre Dame,Ransomware,"3,209",Education,"2,021",0,103,28,WA,"10,299",,"2,021",2021,"1,000-9,999",100-199,186,186,FALSE,83,FALSE,100-199,
8/14/20,9/8/20,Cyberattack,2/7/20,5/20/20,Saybrook University,Ransomware,935,Education,"2,021",0,103,25,WA,"10,298",,"2,021",2021,500-999,100-199,189,189,FALSE,86,FALSE,100-199,
7/16/20,9/14/20,Cyberattack,2/7/20,5/20/20,"AARP, Inc. & AARP Foundation",Ransomware,"248,615",Non-Profit/Charity,"2,021",0,103,60,WA,"10,297",,"2,021",2021,"50,000-999,999",100-199,160,160,FALSE,57,FALSE,100-199,
11/17/19,9/11/20,Unauthorized Access,11/7/19,2/3/20,"CorePower Yoga, LLC",,618,Business,"2,021",78,88,299,WA,"10,296",Fitness,"2,021",2021,500-999,Jan-99,10,88,TRUE,,FALSE,Jan-99,
8/11/20,9/8/20,Cyberattack,2/7/20,5/20/20,NOLS,Ransomware,"3,049",Non-Profit/Charity,"2,021",0,103,28,WA,"10,295",,"2,021",2021,"1,000-9,999",100-199,186,186,FALSE,83,FALSE,100-199,
8/11/20,9/8/20,Cyberattack,2/7/20,5/20/20,Florida International University Foundation,Ransomware,922,Education,"2,021",0,103,28,WA,"10,294",,"2,021",2021,500-999,100-199,186,186,FALSE,83,FALSE,100-199,
7/16/20,9/7/20,Cyberattack,2/7/20,5/20/20,Operation Homefront,Ransomware,"5,272",Non-Profit/Charity,"2,021",0,103,53,WA,"10,293",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
8/5/20,9/4/20,Cyberattack,2/7/20,5/20/20,Southern Adventist University,Ransomware,"1,336",Education,"2,021",0,103,30,WA,"10,292",,"2,021",2021,"1,000-9,999",100-199,180,180,FALSE,77,FALSE,100-199,
8/27/20,9/4/20,Cyberattack,2/7/20,5/20/20,Navy League of the United States,Ransomware,"1,398",Non-Profit/Charity,"2,021",0,103,8,WA,"10,291",,"2,021",2021,"1,000-9,999",200-299,202,202,FALSE,99,FALSE,100-199,
8/14/20,9/4/20,Cyberattack,2/7/20,5/20/20,Hydrocephalus Association,Ransomware,835,Non-Profit/Charity,"2,021",0,103,21,WA,"10,290",,"2,021",2021,500-999,100-199,189,189,FALSE,86,FALSE,100-199,
8/5/20,9/4/20,Cyberattack,2/7/20,5/20/20,Drake University,Ransomware,"1,050",Education,"2,021",0,103,30,WA,"10,289",,"2,021",2021,"1,000-9,999",100-199,180,180,FALSE,77,FALSE,100-199,
8/5/20,9/4/20,Cyberattack,2/7/20,5/20/20,Children's Home Society of Washington,Ransomware,564,Non-Profit/Charity,"2,021",0,103,30,WA,"10,288",,"2,021",2021,500-999,100-199,180,180,FALSE,77,FALSE,100-199,
1/15/20,9/4/20,Cyberattack,1/5/20,1/8/20,"Artech, L.L.C.",Ransomware,"1,664",Business,"2,021",0,3,233,WA,"10,287",Human Resources,"2,021",2021,"1,000-9,999",Jan-99,10,10,FALSE,7,FALSE,Jan-99,
7/16/20,9/3/20,Cyberattack,2/7/20,5/20/20,Polycystic Kidney Disease Foundation,Ransomware,"8,052",Non-Profit/Charity,"2,021",0,103,49,WA,"10,286",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
8/21/20,9/3/20,Unauthorized Access,7/10/20,7/10/20,"Osmose Utilities Services, Inc.",,577,Business,"2,021",0,0,13,WA,"10,285",Construction,"2,021",2021,500-999,Jan-99,42,42,FALSE,42,FALSE,0,
8/19/20,9/3/20,Cyberattack,2/7/20,5/20/20,Olympic College Foundation,Ransomware,"25,583",Non-Profit/Charity,"2,021",0,103,15,WA,"10,284",,"2,021",2021,"10,000-49,999",100-199,194,194,FALSE,91,FALSE,100-199,
7/11/20,9/3/20,Cyberattack,6/19/20,7/11/20,Live Auctioneers,Malware,"38,523",Business,"2,021",0,22,54,WA,"10,283",Other,"2,021",2021,"10,000-49,999",Jan-99,22,22,TRUE,,TRUE,Jan-99,
8/5/20,9/2/20,Cyberattack,4/25/20,8/5/20,Warner Music Group,Malware,"3,368",Business,"2,021",0,102,28,WA,"10,282",Entertainment,"2,021",2021,"1,000-9,999",100-199,102,102,TRUE,,TRUE,100-199,
7/16/20,9/2/20,Cyberattack,2/7/20,5/20/20,University of Rhode Island Foundation,Ransomware,500,Non-Profit/Charity,"2,021",0,103,48,WA,"10,281",,"2,021",2021,500-999,100-199,160,160,FALSE,57,FALSE,100-199,
8/11/20,9/2/20,Cyberattack,2/7/20,5/20/20,University of North Dakota Alumni Association and Foundation,Ransomware,"2,687",Non-Profit/Charity,"2,021",0,103,22,WA,"10,280",,"2,021",2021,"1,000-9,999",100-199,186,186,FALSE,83,FALSE,100-199,
8/3/20,9/2/20,Cyberattack,5/27/20,8/3/20,Nutranext,Malware,580,Business,"2,021",0,68,30,WA,"10,279",Consumable,"2,021",2021,500-999,Jan-99,68,68,TRUE,,TRUE,Jan-99,
7/16/20,9/2/20,Cyberattack,2/7/20,5/20/20,Hamline University,Ransomware,"1,066",Education,"2,021",0,103,48,WA,"10,278",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
8/18/20,9/15/20,Cyberattack,2/7/20,5/20/20,American Heart Association,Ransomware,"7,658",Non-Profit/Charity,"2,021",0,103,28,WA,"10,277",,"2,021",2021,"1,000-9,999",100-199,193,193,FALSE,90,FALSE,100-199,
7/16/20,9/14/20,Cyberattack,2/7/20,5/20/20,Jewish Family Service,Ransomware,"3,204",Non-Profit/Charity,"2,021",0,103,60,WA,"10,276",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
8/7/20,9/14/20,Cyberattack,2/7/20,5/20/20,Children's Cancer Association,Ransomware,"1,752",Non-Profit/Charity,"2,021",0,103,38,WA,"10,275",,"2,021",2021,"1,000-9,999",100-199,182,182,FALSE,79,FALSE,100-199,
7/16/20,9/1/20,Cyberattack,2/7/20,5/20/20,"Guide Dogs for the Blind, Inc.",Ransomware,"8,169",Non-Profit/Charity,"2,021",0,103,47,WA,"10,274",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
8/6/20,8/31/20,Cyberattack,2/7/20,5/20/20,The Open Window School,Ransomware,"1,929",Education,"2,021",0,103,25,WA,"10,273",,"2,021",2021,"1,000-9,999",100-199,181,181,FALSE,78,FALSE,100-199,
7/16/20,8/31/20,Cyberattack,2/7/20,5/20/20,Planned Parenthood Los Angeles,Ransomware,"1,027",Non-Profit/Charity,"2,021",0,103,46,WA,"10,272",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
5/19/20,8/31/20,Cyberattack,5/15/20,5/17/20,Assured Imaging,Ransomware,"37,702",Health,"2,021",0,2,104,WA,"10,271",,"2,021",2021,"10,000-49,999",Jan-99,4,4,FALSE,2,FALSE,Jan-99,
7/16/20,8/28/20,Cyberattack,2/7/20,5/20/20,University of Alaska Foundation,Ransomware,"6,586",Non-Profit/Charity,"2,021",0,103,43,WA,"10,269",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/27/20,8/28/20,Cyberattack,6/1/19,6/17/20,"AliMed, Inc.",Malware,672,Business,"2,021",0,382,32,WA,"10,268",Manufacturing,"2,021",2021,500-999,400-499,422,422,FALSE,40,FALSE,300-399,
7/16/20,8/27/20,Cyberattack,2/7/20,5/20/20,University of Puget Sound,Ransomware,"1,429",Education,"2,021",0,103,42,WA,"10,267",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/27/20,Cyberattack,2/7/20,5/20/20,"The Omicron Delta Kappa Society and Educational Foundation, Inc.",Ransomware,"1,753",Non-Profit/Charity,"2,021",0,103,42,WA,"10,266",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/27/20,8/26/20,Cyberattack,10/1/19,4/8/20,"Stericycle, Inc.",Malware,"1,284",Business,"2,021",0,190,30,WA,"10,265",Professional Services,"2,021",2021,"1,000-9,999",300-399,300,300,FALSE,110,FALSE,100-199,
1/12/20,8/25/20,Cyberattack,,,Westcor Land Title Insurance Company,Malware,979,Finance,"2,021",,,226,WA,"10,264",,"2,021",2021,500-999,Unknown,,,FALSE,,FALSE,Unknown,
7/16/20,8/24/20,Cyberattack,2/7/20,5/20/20,Southern New Hampshire University,Ransomware,"1,826",Education,"2,021",0,103,39,WA,"10,263",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/24/20,Cyberattack,2/7/20,5/20/20,Planned Parenthood of the Great Northwest and the Hawaiian Islands,Ransomware,"60,813",Non-Profit/Charity,"2,021",0,103,39,WA,"10,262",,"2,021",2021,"50,000-999,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/21/20,Cyberattack,2/7/20,5/20/20,West Virginia University Foundation,Ransomware,"1,015",Non-Profit/Charity,"2,021",0,103,36,WA,"10,261",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/21/20,Cyberattack,2/7/20,5/20/20,National Parks Conservation Association,Ransomware,"12,640",Non-Profit/Charity,"2,021",0,103,36,WA,"10,260",,"2,021",2021,"10,000-49,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/21/20,Cyberattack,2/7/20,5/20/20,MultiCare Health System,Ransomware,"302,769",Health,"2,021",0,103,36,WA,"10,259",,"2,021",2021,"50,000-999,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/21/20,Cyberattack,2/7/20,5/20/20,Heifer Project International,Ransomware,"120,041",Non-Profit/Charity,"2,021",0,103,36,WA,"10,257",,"2,021",2021,"50,000-999,999",100-199,160,160,FALSE,57,FALSE,100-199,
4/6/20,8/21/20,Cyberattack,4/6/20,4/6/20,"Cetera Financial Group, Inc.",Unclear/unknown,"2,760",Finance,"2,021",0,0,137,WA,"10,256",,"2,021",2021,"1,000-9,999",0,0,0,TRUE,,TRUE,0,
7/16/20,8/21/20,Cyberattack,2/7/20,5/20/20,Boy Scouts of America,Ransomware,"981,068",Non-Profit/Charity,"2,021",0,103,36,WA,"10,255",,"2,021",2021,"50,000-999,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/20/20,Cyberattack,2/7/20,5/20/20,UWM-Foundation,Ransomware,"1,357",Non-Profit/Charity,"2,021",0,103,35,WA,"10,254",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/1/20,8/20/20,Unauthorized Access,6/23/20,7/1/20,"Dave, Inc.",,"40,998",Business,"2,021",0,8,50,WA,"10,253",Software,"2,021",2021,"10,000-49,999",Jan-99,8,8,TRUE,,TRUE,Jan-99,
7/16/20,8/19/20,Cyberattack,2/7/20,5/20/20,Ronald McDonald House Charities,Ransomware,911,Non-Profit/Charity,"2,021",0,103,34,WA,"10,252",,"2,021",2021,500-999,100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/19/20,Cyberattack,2/7/20,5/20/20,California Lutheran University,Ransomware,"3,549",Education,"2,021",0,103,34,WA,"10,251",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/13/20,8/19/20,Cyberattack,5/13/20,7/13/20,American Payroll Association,Malware,548,Business,"2,021",0,61,37,WA,"10,250",Other,"2,021",2021,500-999,Jan-99,61,61,TRUE,,TRUE,Jan-99,
7/16/20,8/18/20,Cyberattack,2/7/20,5/20/20,University of South Carolina,Ransomware,"1,165",Education,"2,021",0,103,33,WA,"10,249",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/17/20,Cyberattack,2/7/20,5/20/20,Washington State University Foundation,Ransomware,"334,219",Non-Profit/Charity,"2,021",0,103,32,WA,"10,248",,"2,021",2021,"50,000-999,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/17/20,8/17/20,Cyberattack,2/7/20,5/20/20,Phi Kappa Psi Fraternity,Ransomware,677,Finance,"2,021",0,103,31,WA,"10,247",,"2,021",2021,500-999,100-199,161,161,FALSE,58,FALSE,100-199,
5/20/20,8/17/20,Cyberattack,1/27/20,,"Mammoth Media, Inc.",Unclear/unknown,,Business,"2,021",,,89,WA,"10,246",Software,"2,021",2021,Unknown,Unknown,114,,FALSE,,FALSE,Unknown,
7/16/20,8/17/20,Cyberattack,2/7/20,5/20/20,Gonzaga Preparatory School,Ransomware,"5,000",Education,"2,021",0,103,32,WA,"10,245",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/17/20,Cyberattack,2/7/20,5/20/20,Colby College,Ransomware,606,Education,"2,021",0,103,32,WA,"10,244",,"2,021",2021,500-999,100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/16/20,Cyberattack,2/7/20,5/20/20,Excelsior College,Ransomware,"4,069",Education,"2,021",0,103,31,WA,"10,243",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/14/20,Cyberattack,2/7/20,5/20/20,University of Minnesota Foundation,Ransomware,"6,460",Non-Profit/Charity,"2,021",0,103,29,WA,"10,241",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/14/20,Cyberattack,2/7/20,5/20/20,St. Joseph School,Ransomware,"5,142",Education,"2,021",0,103,29,WA,"10,239",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/14/20,Cyberattack,2/7/20,5/20/20,ShelterBox USA,Ransomware,778,Non-Profit/Charity,"2,021",0,103,29,WA,"10,238",,"2,021",2021,500-999,100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/14/20,Cyberattack,2/7/20,5/20/20,Save the Children,Ransomware,"47,465",Non-Profit/Charity,"2,021",0,103,29,WA,"10,237",,"2,021",2021,"10,000-49,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/14/20,Cyberattack,2/7/20,5/20/20,Portland Community College Foundation,Ransomware,"17,908",Non-Profit/Charity,"2,021",0,103,29,WA,"10,236",,"2,021",2021,"10,000-49,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/14/20,Cyberattack,2/7/20,5/20/20,"Planned Parenthood of the Columbia Willamette, Inc.",Ransomware,"2,866",Non-Profit/Charity,"2,021",0,103,29,WA,"10,235",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/14/20,Cyberattack,2/7/20,5/20/20,Metropolitan State University Denver Foundation,Ransomware,"1,235",Non-Profit/Charity,"2,021",0,103,29,WA,"10,234",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/14/20,Cyberattack,2/7/20,5/20/20,March of Dimes,Ransomware,"446,097",Non-Profit/Charity,"2,021",0,103,29,WA,"10,233",,"2,021",2021,"50,000-999,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/20/20,8/14/20,Cyberattack,7/15/19,7/10/20,"Filters Fast, LLC",Malware,"6,584",Business,"2,021",0,361,25,WA,"10,232",Retail,"2,021",2021,"1,000-9,999",300-399,371,371,FALSE,10,FALSE,300-399,
7/16/20,8/14/20,Cyberattack,2/7/20,5/20/20,EMILY's List,Ransomware,"9,325",Business,"2,021",0,103,29,WA,"10,231",Other,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/14/20,Cyberattack,2/7/20,5/20/20,Denver Dumb Friends League,Ransomware,655,Non-Profit/Charity,"2,021",0,103,29,WA,"10,230",,"2,021",2021,500-999,100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/14/20,Cyberattack,2/7/20,5/20/20,Confluence Health Foundation,Ransomware,"1,132",Health,"2,021",0,103,29,WA,"10,229",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/14/20,Cyberattack,2/7/20,5/20/20,Boston University,Ransomware,"7,067",Education,"2,021",0,103,29,WA,"10,228",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/14/20,Cyberattack,2/7/20,5/20/20,Bishop Blanchet High School,Ransomware,"3,162",Education,"2,021",0,103,29,WA,"10,227",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/14/20,Cyberattack,2/7/20,5/20/20,Assumption St. Bridget School,Ransomware,769,Education,"2,021",0,103,29,WA,"10,226",,"2,021",2021,500-999,100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/14/20,Cyberattack,2/7/20,5/20/20,"American Civil Liberties Union, Inc.",Ransomware,"86,269",Non-Profit/Charity,"2,021",0,103,29,WA,"10,225",,"2,021",2021,"50,000-999,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/13/20,Cyberattack,2/7/20,5/20/20,"Hearing, Speech & Deaf Center",Ransomware,"8,441",Non-Profit/Charity,"2,021",0,103,28,WA,"10,224",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/12/20,Cyberattack,2/7/20,5/20/20,The University of Florida,Ransomware,"5,075",Education,"2,021",0,103,27,WA,"10,223",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/11/20,Cyberattack,2/7/20,5/20/20,The Evergreen State College Foundation,Ransomware,"40,549",Non-Profit/Charity,"2,021",0,103,26,WA,"10,222",,"2,021",2021,"10,000-49,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/12/20,Cyberattack,2/7/20,5/20/20,Northeastern University,Ransomware,"2,602",Education,"2,021",0,103,27,WA,"10,219",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/12/20,Cyberattack,2/7/20,5/20/20,Mt. Baker Planned Parenthood,Ransomware,"2,367",Non-Profit/Charity,"2,021",0,103,27,WA,"10,218",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/10/20,Cyberattack,2/7/20,5/20/20,Wisconsin Evangelical Lutheran Synod,Ransomware,867,Non-Profit/Charity,"2,021",0,103,25,WA,"10,216",,"2,021",2021,500-999,100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/10/20,Cyberattack,2/7/20,5/20/20,Heritage University,Ransomware,"7,803",Education,"2,021",0,103,25,WA,"10,215",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
5/16/20,8/10/20,Cyberattack,5/16/20,5/16/20,"Dynasplint Systems, Inc.",Ransomware,"1,364",Business,"2,021",0,0,86,WA,"10,214",Manufacturing,"2,021",2021,"1,000-9,999",0,0,0,TRUE,,TRUE,0,
7/16/20,8/9/20,Cyberattack,2/7/20,5/20/20,Planned Parenthood of the Rocky Mountains,Ransomware,526,Health,"2,021",0,103,24,WA,"10,213",,"2,021",2021,500-999,100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/7/20,Cyberattack,2/7/20,5/20/20,Pacific Northwest University of Health Sciences,Ransomware,"1,122",Education,"2,021",0,103,22,WA,"10,212",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,8/5/20,Cyberattack,2/7/20,5/20/20,Cancer Research Institute,Ransomware,"1,312",Non-Profit/Charity,"2,021",0,103,20,WA,"10,211",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
4/28/20,8/4/20,Unauthorized Access,,,"Scholarship America, Inc.",,"2,620",Non-Profit/Charity,"2,021",,,98,WA,"10,210",,"2,021",2021,"1,000-9,999",Unknown,,,FALSE,,FALSE,Unknown,
7/2/20,8/3/20,Cyberattack,11/22/19,2/12/20,"Würkforce, Inc.",Unclear/unknown,527,Business,"2,021",0,82,32,WA,"10,209",Other,"2,021",2021,500-999,200-299,223,223,FALSE,141,FALSE,Jan-99,
7/16/20,8/3/20,Cyberattack,2/7/20,5/20/20,"Americares Foundation, Inc.",Ransomware,"2,444",Non-Profit/Charity,"2,021",0,103,18,WA,"10,208",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,7/31/20,Cyberattack,2/7/20,5/20/20,George W. Bush Presidential Center,Ransomware,"6,797",Non-Profit/Charity,"2,021",0,103,15,WA,"10,207",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
7/16/20,7/31/20,Cyberattack,2/7/20,5/20/20,Auburn University,Ransomware,"1,294",Education,"2,021",0,103,15,WA,"10,206",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
1/5/20,7/28/20,Theft or Mistake,1/18/16,1/8/20,"Front Rush, LLC",,"1,982",Business,"2,021",3,"1,451",205,WA,"10,205",Other,"2,021",2021,"1,000-9,999",500+,"1,448","1,451",TRUE,,FALSE,500+,
7/16/20,7/28/20,Cyberattack,2/7/20,5/20/20,French American School of Puget Sound,Ransomware,"3,172",Education,"2,021",0,103,12,WA,"10,204",,"2,021",2021,"1,000-9,999",100-199,160,160,FALSE,57,FALSE,100-199,
6/1/20,7/27/20,Cyberattack,,,CK-12 Foundation,Unclear/unknown,"5,017",Non-Profit/Charity,"2,021",,,56,WA,"10,203",,"2,021",2021,"1,000-9,999",Unknown,,,FALSE,,FALSE,Unknown,
6/25/20,7/24/20,Unauthorized Access,7/26/19,11/18/19,Ply Gem Residential Solutions,,"2,841",Business,"2,021",0,115,29,WA,"10,202",Home,"2,021",2021,"1,000-9,999",300-399,335,335,FALSE,220,FALSE,100-199,
9/18/19,7/24/20,Theft or Mistake,9/18/19,9/18/19,Entercom Communications Corp.,,"2,730",Business,"2,021",0,0,310,WA,"10,201",Entertainment,"2,021",2021,"1,000-9,999",0,0,0,TRUE,,TRUE,0,
6/26/20,7/24/20,Cyberattack,,,City of Redmond,Unclear/unknown,"2,851",Government,"2,021",,,28,WA,"10,200",,"2,021",2021,"1,000-9,999",Unknown,,,FALSE,,FALSE,Unknown,
8/10/20,8/24/20,Unauthorized Access,,,Arbiter Sports,,"16,465",Business,"2,021",,,14,UT,"10,199",Software,"2,021",2021,"10,000-49,999",Unknown,,,FALSE,,FALSE,Unknown,UT
9/7/20,12/30/20,Cyberattack,7/1/18,,Zoetop Business Co. Ltd.,Unclear/unknown,"148,785",Business,"2,021",,,114,,"10,195",Clothing,"2,021",2021,"50,000-999,999",Unknown,799,,FALSE,,FALSE,Unknown,
